,title,hits
439,[포켓몬스터 스칼렛 바이올렛] 테라 레이드배틀 추천 포켓몬 다투곰 & 아르세우스 샘플,3160
551,What if Entei had a Paradox Form? | Pokémon Scarlet and Violet,3065
213,오늘 출시한 첫 박스깡이 노sr 이라니...!!!,3056
527,[포켓몬 합체 연구소] 깜까미의 대작전,3017
419,"2100마리만에 얻었습니다🥲,이로치 히스이 조로아크 [포켓몬스터 스칼렛 바이올렛]",3014
565,스크롤 밖으로 넘어가도 파츠가 안 짤리는 방법 - 슈퍼마리오 메이커 2,2997
334,야도란은 최강인가요? 최강의 브리가론 솔플 공략 [포켓몬스터 스칼렛・바이올렛],2671
112,전설 환상 폼체인지 아이템 얻는법 [ 포켓몬스터 스칼렛★바이올렛 ],2662
205,7성 최강 인텔리레온 레이드 솔로 플레이 클리어! [ 포켓몬 스칼렛 바이올렛 / Pokémon scarlet violet ],2655
377,7성 최강 브리가론 레이드 솔로 플레이 클리어! [ 포켓몬 스칼렛 바이올렛 / Pokémon scarlet violet ],2525
296,최강의 인텔리레온 한 방에 잡는 파티,2476
544,Potential Shiny Forms for Dipplin in Pokémon Scarlet & Violet,2415
539,Creating Torterra's NEW MOVE SET! #shorts,2378
553,Get Mew NOW in Pokemon Scarlet and Violet! #pokemon #mysterygift #pokemonscarletviolet,2276
570,대깨 우르프 갑니다!,2181
548,Wait a minute...🤔 #pokemon #shiny #scarlet #violet,2125
59,세상에서 가장 빠른 포켓몬 꼬치조 [ 포켓몬 스칼렛 바이올렛 ],2103
542,Trying to become Kanto Champion! (Day 12),1774
550,Evolving a Gen 4 SHINY in Gen 9 #pokemonscarletviolet #shiny #pokemon #shinyhunter,1704
512,그래스슬라이더 돌려달라는 고릴타 [포켓몬스터 스칼렛 바이올렛],1699
39,랭커파티 번역! 여어~히사시부리www 시즌8 싱글11위 렌탈팀 【포켓몬스터 스칼렛 바이올렛 샘플】,1664
30,아니 이딴거로 마스터볼을 어떻게 가냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ (포켓몬스터 스칼렛 바이올렛),1501
500,최후의 비장의무기 리피아 [ 포켓몬 스칼렛 바이올렛 ],1372
581,[엠피스 라이브] ★실제 상황★ 현재까지 야생 디바인 Zero (밤에 빌드 가이드),1347
36,가속 미끄래곤 [포켓몬스터 스칼렛 바이올렛],1342
372,DLC 제로의 비보 지금까지 입국추가된 포켓몬들 한눈에 보기! 포켓몬스터 스칼렛 바이올렛 추가팩 소식 The Hidden Treasure of Area Zero Pokémon,1177
569,부계 또만듬 이것도 정지시 옵치접음,1135
496,고릴라와 함께 돌아온 재생의 GOAT,1131
504,월챔2023 1위~상위권 렌탈팀 모음! 【포켓몬스터 스칼렛 바이올렛 더블배틀】,1102
481,[포켓몬 합체 연구소] SIZER,1090
10,월드 챔피언 선수들도 쓰는 에딧 포켓몬. 과연 문제인가?,1059
506,회피만렙 모래숨기 사다이사 [ 포켓몬 스칼렛 바이올렛 ],1037
515,포켓몬스터 엔딩 보고나면 뭘 해야하나요? | 포켓몬스터 바이올렛,968
498,자리한번 잡으면 안나가는 크레베이스 [ 포켓몬 스칼렛 바이올렛 ],957
29,최강의 뮤츠 vs 뮤 미리보기 (feat.손가락흔들기) [포켓몬스터 스칼렛 바이올렛],935
503,토오 [포켓몬 스칼렛 바이올렛],913
38,딱히 눈파티용은 아닌 눈설왕 [포켓몬스터 스칼렛 바이올렛],873
513,레지드래고 [포켓몬 스칼렛 바이올렛],860
491,악랄한 레고테러범 킬라플로르 [ 포켓몬 스칼렛 바이올렛 ],838
507,환상의 포켓몬 뮤를 무료로 준다구요?! | 포켓몬스터 바이올렛,754
64,누구보다 게으른 포켓몬 게을킹 [ 포켓몬 스칼렛 바이올렛 ],719
349,DLC 제로의 비보 신품백 재등장?! 포켓몬 육성이 더 쉬워진다 핵심만 빠르게 포켓몬스터 스칼렛 바이올렛 DLC 소식!,555
501,"양내구가 59,000?! 휘석 모으령 [리마스터]【포켓몬스터 스칼렛•바이올렛】",542
257,퉤에엣(히스이 크레베이스가 바람을 내는 소리)[포켓몬스터 스칼렛 바이올렛],537
474,분화로 다 녹이는 폭타 [ 포켓몬 스칼렛 바이올렛 ],485
505,라이츄는 더블에서 쓰세요..... 제발 [포켓몬스터S/V - 싱글],430
561,[포켓몬 스칼렛바이올렛] 칫 결계인가.. 이로치 페리퍼잡던중..#shorts,399
519,과사삭벌레 내구 테스트.mp4【포켓몬스터 스칼렛•바이올렛】,396
514,얍삽한 스피드 도둑 베라카스 [ 포켓몬 스칼렛 바이올렛 ],394
490,포켓몬스터 스칼렛바이올렛 게임영상 - 뮤 고스트 테라스탈 타입 육성 및 레이드배틀 여섯번째 영상! 병상첨병 기술을 아시나요!? 뮤 고스트 테라스탈 타입입니다!,378
43,포켓몬스터 스칼렛바이올렛 게임영상 - 포켓몬 박스 공개 세번째 영상 - 전설포켓몬과 대량의 이로치들을 보여드리겠습니다~,343
493,열매한번 먹으면 게임을 이기는 퍼퓨돈 [ 포켓몬 스칼렛 바이올렛 ],341
522,#흑염의지배자#포켓몬카드#포켓몬카드깡#리자몽#스칼렛바이올렛#신상#선발매#서면미니빌,250
5,월챔 싸리용 뿌린다!!!!!!!!,239
520,포켓몬스터 스칼렛 바이올렛 극장판 배포 버전 피츄 영상,221
488,쾌청 아래선 화력원툴인 스코빌런 [ 포켓몬 스칼렛 바이올렛 ],202
532,이로치 루리리 진화트리 다모은 사람 나와봐 #shorts #포켓몬스터스칼렛바이올렛 #shinyhunting #pokemongoshiny #pokemon #이로치 #포켓몬,175
525,포켓몬그래픽 비교 #shorts #포켓몬스터스칼렛바이올렛 #shinyhunting #pokemongoshiny #pokemon #이로치 #포켓몬,150
197,[포켓몬스터 소드 실드] 치고마를 스칼렛 바이올렛에서 진화시켜도 갑옷섬 이벤트를 진행할 수 있을까?,142
499,포켓몬 프레젠트 또 망했네 (웃으며) [포켓몬스터 스칼렛 바이올렛],119
554,Nemona and the burning passion for Pokémon battles #pokemonshorts #youtubeshorts #shorts,110
545,포켓몬스터 스칼렛 바이올렛 업데이트,103
533,[풀영상]포켓몬스터 바이올렛 4일차,100
531,포켓몬스터 바이올렛 - 게임은 배경일 뿐! 토크 방송! / Pokemon Violet - Talk streaming with a game screen,69
495,절대영도 파오젠은 과연 순수 운빨일까?,61
567,[바이올렛] EP.3│웹 드라마,59
511,4화 와~ 세르클 체육관 이렇게 어렵다고..? 【포켓몬스터 스칼렛・바이올렛】,59
510,5화 암벽의 주인! 보울체육관 콜사! 【포켓몬스터 스칼렛・바이올렛】,58
566,"[포켓몬스터 게임] 이상해씨가 수상한 피카츄에게 참교육 당한 썰🥫 (feat. 짱구, 흰둥이, 호머심슨)",52
578,[젤다의 전설 : TOK] 109화 : 모든 사당 클리어 ! 보상은?!,33
524,6화 대공의 주인! 드디어 잡았다 잉어킹!! 【포켓몬스터 스칼렛・바이올렛】,30
560,[Pokémon Scarlet] Shroomish Shiny Hunt - DLC Countdown - 30 Days to go,26
549,What Is This Pokemon FUSION?? #gaming #pokemon #pokemonchallenges,15
580,[젤다의 전설 : TOK] 111화 : 지저탐험 마무리 ! 마왕과의 결전 준비 !,12
576,최악의 괴물 결말 (이 몬스터는 다른 ㅇᆢ,10
537,오늘은 과연 어떤 포켓몬이! [두근두근 포켓몬스터 바이올렛 5화],0
573,[포켓몬스터 스칼렛/바이올렛] 도보폼 모으령을 본가에서 진화시킬 수 있을까?,0
523,불타는 개구리! 쾌청 독개굴【포켓몬스터 스칼렛•바이올렛】,0
536,포켓몬 스칼렛 바이올렛,0
40,스칼렛 바이올렛 버그 - 트레이너를 죽이는(?) 포켓몬...,0
